order_item_id,order_id,product_id,quantity,unit_price,line_total
OI002284,ORD001474,PROD0006,1,3799,3799
OI002285,ORD001475,PROD0025,1,409,409
OI002286,ORD001476,PROD0012,1,989,989
OI002287,ORD001476,PROD0010,3,2449,7347
OI002288,ORD001476,PROD0028,1,569,569
OI002289,ORD001476,PROD0029,3,509,1527
OI002290,ORD001477,PROD0015,1,879,879
OI002291,ORD001478,PROD0026,1,319,319
OI002292,ORD001478,PROD0001,1,4529,4529
OI002293,ORD001479,PROD0002,1,3029,3029
OI002294,ORD001480,PROD0031,1,1129,1129
OI002295,ORD001481,PROD0034,1,629,629
OI002296,ORD001482,PROD0011,1,2119,2119
OI002297,ORD001482,PROD0020,1,1939,1939
OI002298,ORD001483,PROD0024,1,889,889
OI002299,ORD001483,PROD0011,1,2119,2119
OI002300,ORD001484,PROD0003,1,2559,2559
OI002301,ORD001484,PROD0004,2,1199,2398
OI002302,ORD001484,PROD0036,2,129,258
OI002303,ORD001485,PROD0012,1,989,989
OI002304,ORD001486,PROD0022,1,1659,1659
OI002305,ORD001487,PROD0007,1,4319,4319
OI002306,ORD001488,PROD0020,1,1939,1939
OI002307,ORD001488,PROD0034,1,629,629
OI002308,ORD001488,PROD0032,1,1119,1119
OI002309,ORD001489,PROD0035,1,69,69
OI002310,ORD001489,PROD0020,3,1939,5817
OI002311,ORD001490,PROD0018,1,1959,1959
OI002312,ORD001491,PROD0006,1,3799,3799
OI002313,ORD001492,PROD0008,2,4749,9498
OI002314,ORD001493,PROD0006,1,3799,3799
OI002315,ORD001493,PROD0028,1,569,569
OI002316,ORD001494,PROD0019,1,2469,2469
OI002317,ORD001495,PROD0003,1,2559,2559
OI002318,ORD001496,PROD0011,1,2119,2119
OI002319,ORD001496,PROD0013,1,549,549
OI002320,ORD001496,PROD0019,1,2469,2469
OI002321,ORD001496,PROD0014,1,2179,2179
OI002322,ORD001497,PROD0037,1,189,189
OI002323,ORD001497,PROD0022,1,1659,1659
OI002324,ORD001498,PROD0021,1,549,549
OI002325,ORD001498,PROD0034,1,629,629
OI002326,ORD001498,PROD0011,1,2119,2119
OI002327,ORD001499,PROD0008,1,4749,4749
OI002328,ORD001499,PROD0035,2,69,138
OI002329,ORD001500,PROD0015,1,879,879
OI002330,ORD001501,PROD0007,1,4319,4319
OI002331,ORD001502,PROD0015,1,879,879
OI002332,ORD001502,PROD0002,1,3029,3029
OI002333,ORD001503,PROD0013,1,549,549
OI002334,ORD001503,PROD0010,1,2449,2449
OI002335,ORD001504,PROD0026,1,319,319
OI002336,ORD001505,PROD0031,2,1129,2258
OI002337,ORD001505,PROD0007,1,4319,4319
OI002338,ORD001506,PROD0009,1,1599,1599
OI002339,ORD001506,PROD0007,1,4319,4319
OI002340,ORD001506,PROD0024,1,889,889
OI002341,ORD001507,PROD0002,1,3029,3029
OI002342,ORD001508,PROD0025,2,409,818
OI002343,ORD001508,PROD0037,1,189,189
OI002344,ORD001508,PROD0027,1,399,399
OI002345,ORD001509,PROD0022,1,1659,1659
OI002346,ORD001509,PROD0025,1,409,409
OI002347,ORD001510,PROD0021,1,549,549
OI002348,ORD001511,PROD0032,1,1119,1119
OI002349,ORD001512,PROD0033,1,2249,2249
OI002350,ORD001513,PROD0036,1,129,129
OI002351,ORD001513,PROD0014,1,2179,2179
OI002352,ORD001514,PROD0003,1,2559,2559
OI002353,ORD001515,PROD0025,1,409,409
OI002354,ORD001516,PROD0023,2,2179,4358
OI002355,ORD001517,PROD0013,1,549,549
OI002356,ORD001518,PROD0013,1,549,549
OI002357,ORD001519,PROD0015,3,879,2637
OI002358,ORD001519,PROD0031,1,1129,1129
OI002359,ORD001519,PROD0011,1,2119,2119
OI002360,ORD001519,PROD0030,2,2669,5338
OI002361,ORD001520,PROD0021,1,549,549
OI002362,ORD001521,PROD0038,2,459,918
OI002363,ORD001522,PROD0028,1,569,569
OI002364,ORD001522,PROD0036,1,129,129
OI002365,ORD001523,PROD0026,1,319,319
OI002366,ORD001524,PROD0017,1,3049,3049
OI002367,ORD001525,PROD0024,1,889,889
OI002368,ORD001526,PROD0002,1,3029,3029
OI002369,ORD001526,PROD0029,3,509,1527
OI002370,ORD001526,PROD0004,3,1199,3597
OI002371,ORD001527,PROD0019,1,2469,2469
OI002372,ORD001527,PROD0036,1,129,129
OI002373,ORD001528,PROD0005,1,4119,4119
OI002374,ORD001529,PROD0038,2,459,918
OI002375,ORD001530,PROD0022,1,1659,1659
OI002376,ORD001531,PROD0010,1,2449,2449
OI002377,ORD001532,PROD0006,1,3799,3799
OI002378,ORD001533,PROD0015,1,879,879
OI002379,ORD001534,PROD0019,1,2469,2469
OI002380,ORD001534,PROD0031,1,1129,1129
OI002381,ORD001534,PROD0025,1,409,409
OI002382,ORD001535,PROD0018,1,1959,1959
OI002383,ORD001535,PROD0034,1,629,629
OI002384,ORD001536,PROD0007,1,4319,4319
OI002385,ORD001537,PROD0006,1,3799,3799
OI002386,ORD001538,PROD0005,1,4119,4119
OI002387,ORD001539,PROD0011,1,2119,2119
OI002388,ORD001540,PROD0028,1,569,569
OI002389,ORD001541,PROD0001,1,4529,4529
OI002390,ORD001542,PROD0035,1,69,69
OI002391,ORD001543,PROD0001,1,4529,4529
OI002392,ORD001544,PROD0006,1,3799,3799
OI002393,ORD001545,PROD0021,1,549,549
OI002394,ORD001546,PROD0021,1,549,549
OI002395,ORD001546,PROD0001,1,4529,4529
OI002396,ORD001546,PROD0011,1,2119,2119
OI002397,ORD001546,PROD0024,1,889,889
OI002398,ORD001547,PROD0014,1,2179,2179
OI002399,ORD001548,PROD0005,1,4119,4119
OI002400,ORD001549,PROD0033,3,2249,6747
OI002401,ORD001550,PROD0011,1,2119,2119
OI002402,ORD001551,PROD0002,1,3029,3029
OI002403,ORD001552,PROD0027,1,399,399
OI002404,ORD001553,PROD0029,1,509,509
OI002405,ORD001553,PROD0016,1,309,309
OI002406,ORD001554,PROD0003,1,2559,2559
OI002407,ORD001554,PROD0024,1,889,889
OI002408,ORD001554,PROD0017,1,3049,3049
OI002409,ORD001555,PROD0003,2,2559,5118
OI002410,ORD001555,PROD0028,1,569,569
OI002411,ORD001556,PROD0023,1,2179,2179
OI002412,ORD001556,PROD0021,1,549,549
OI002413,ORD001557,PROD0029,1,509,509
OI002414,ORD001557,PROD0014,1,2179,2179
OI002415,ORD001558,PROD0035,1,69,69
OI002416,ORD001559,PROD0010,2,2449,4898
OI002417,ORD001559,PROD0024,1,889,889
OI002418,ORD001560,PROD0024,1,889,889
OI002419,ORD001561,PROD0035,1,69,69
OI002420,ORD001562,PROD0025,1,409,409
OI002421,ORD001562,PROD0032,1,1119,1119
OI002422,ORD001563,PROD0029,1,509,509
OI002423,ORD001564,PROD0025,1,409,409
OI002424,ORD001564,PROD0034,1,629,629
OI002425,ORD001565,PROD0038,1,459,459
OI002426,ORD001566,PROD0028,2,569,1138
OI002427,ORD001567,PROD0006,1,3799,3799
OI002428,ORD001568,PROD0015,1,879,879
OI002429,ORD001569,PROD0036,1,129,129
OI002430,ORD001570,PROD0005,1,4119,4119
OI002431,ORD001570,PROD0007,2,4319,8638
OI002432,ORD001571,PROD0026,1,319,319
OI002433,ORD001571,PROD0014,1,2179,2179
OI002434,ORD001572,PROD0037,1,189,189
OI002435,ORD001573,PROD0019,1,2469,2469
OI002436,ORD001574,PROD0025,1,409,409
OI002437,ORD001575,PROD0012,1,989,989
OI002438,ORD001575,PROD0030,1,2669,2669
OI002439,ORD001575,PROD0024,1,889,889
OI002440,ORD001575,PROD0037,1,189,189
OI002441,ORD001576,PROD0002,1,3029,3029
OI002442,ORD001577,PROD0035,1,69,69
OI002443,ORD001578,PROD0032,1,1119,1119
OI002444,ORD001578,PROD0003,1,2559,2559
OI002445,ORD001578,PROD0014,1,2179,2179
OI002446,ORD001579,PROD0022,1,1659,1659
OI002447,ORD001580,PROD0015,1,879,879
OI002448,ORD001581,PROD0032,1,1119,1119
OI002449,ORD001581,PROD0027,1,399,399
OI002450,ORD001582,PROD0006,1,3799,3799
OI002451,ORD001583,PROD0014,1,2179,2179
OI002452,ORD001584,PROD0035,1,69,69
OI002453,ORD001585,PROD0025,1,409,409
OI002454,ORD001585,PROD0004,1,1199,1199
OI002455,ORD001586,PROD0010,1,2449,2449
OI002456,ORD001587,PROD0020,1,1939,1939
OI002457,ORD001587,PROD0027,1,399,399
OI002458,ORD001588,PROD0036,1,129,129
OI002459,ORD001589,PROD0012,1,989,989
OI002460,ORD001590,PROD0029,3,509,1527
OI002461,ORD001591,PROD0021,1,549,549
OI002462,ORD001592,PROD0026,1,319,319
OI002463,ORD001592,PROD0022,1,1659,1659
OI002464,ORD001593,PROD0014,1,2179,2179
OI002465,ORD001593,PROD0007,1,4319,4319
OI002466,ORD001593,PROD0002,1,3029,3029
OI002467,ORD001594,PROD0017,1,3049,3049
OI002468,ORD001594,PROD0034,2,629,1258
OI002469,ORD001595,PROD0032,1,1119,1119
OI002470,ORD001596,PROD0020,1,1939,1939
OI002471,ORD001597,PROD0003,2,2559,5118
OI002472,ORD001597,PROD0017,1,3049,3049
OI002473,ORD001597,PROD0019,1,2469,2469
OI002474,ORD001598,PROD0025,1,409,409
OI002475,ORD001598,PROD0016,1,309,309
OI002476,ORD001599,PROD0014,1,2179,2179
OI002477,ORD001599,PROD0028,1,569,569
OI002478,ORD001600,PROD0038,1,459,459
OI002479,ORD001601,PROD0012,1,989,989
OI002480,ORD001601,PROD0004,1,1199,1199
OI002481,ORD001602,PROD0023,1,2179,2179
OI002482,ORD001603,PROD0030,1,2669,2669
OI002483,ORD001603,PROD0017,3,3049,9147
OI002484,ORD001604,PROD0005,1,4119,4119
OI002485,ORD001604,PROD0006,1,3799,3799
OI002486,ORD001605,PROD0016,1,309,309
OI002487,ORD001606,PROD0019,1,2469,2469
OI002488,ORD001606,PROD0029,1,509,509
OI002489,ORD001607,PROD0012,1,989,989
OI002490,ORD001608,PROD0018,1,1959,1959
OI002491,ORD001609,PROD0019,1,2469,2469
OI002492,ORD001610,PROD0023,1,2179,2179
OI002493,ORD001610,PROD0010,1,2449,2449
OI002494,ORD001611,PROD0026,1,319,319
OI002495,ORD001611,PROD0011,1,2119,2119
OI002496,ORD001612,PROD0034,1,629,629
OI002497,ORD001613,PROD0019,1,2469,2469
OI002498,ORD001614,PROD0032,1,1119,1119
OI002499,ORD001615,PROD0025,1,409,409
OI002500,ORD001616,PROD0002,1,3029,3029
OI002501,ORD001616,PROD0020,1,1939,1939
OI002502,ORD001617,PROD0018,3,1959,5877
OI002503,ORD001617,PROD0019,1,2469,2469
OI002504,ORD001617,PROD0024,2,889,1778
OI002505,ORD001618,PROD0009,1,1599,1599
OI002506,ORD001618,PROD0017,1,3049,3049
OI002507,ORD001618,PROD0015,1,879,879
OI002508,ORD001619,PROD0029,2,509,1018
OI002509,ORD001619,PROD0021,1,549,549
OI002510,ORD001620,PROD0037,1,189,189
OI002511,ORD001621,PROD0020,1,1939,1939
OI002512,ORD001622,PROD0028,1,569,569
OI002513,ORD001623,PROD0027,1,399,399
OI002514,ORD001623,PROD0020,1,1939,1939
OI002515,ORD001623,PROD0029,1,509,509
OI002516,ORD001623,PROD0011,1,2119,2119
OI002517,ORD001624,PROD0014,1,2179,2179
OI002518,ORD001625,PROD0021,1,549,549
OI002519,ORD001626,PROD0025,1,409,409
OI002520,ORD001626,PROD0011,1,2119,2119
OI002521,ORD001627,PROD0001,1,4529,4529
OI002522,ORD001628,PROD0015,1,879,879
OI002523,ORD001629,PROD0002,2,3029,6058
OI002524,ORD001629,PROD0037,1,189,189
OI002525,ORD001630,PROD0009,1,1599,1599
OI002526,ORD001630,PROD0006,1,3799,3799
OI002527,ORD001631,PROD0024,1,889,889
OI002528,ORD001631,PROD0006,1,3799,3799
OI002529,ORD001632,PROD0035,1,69,69
OI002530,ORD001633,PROD0009,1,1599,1599
OI002531,ORD001634,PROD0026,1,319,319
OI002532,ORD001635,PROD0034,1,629,629
OI002533,ORD001636,PROD0017,1,3049,3049
OI002534,ORD001637,PROD0004,1,1199,1199
OI002535,ORD001638,PROD0030,1,2669,2669
OI002536,ORD001639,PROD0037,1,189,189
OI002537,ORD001639,PROD0035,1,69,69
OI002538,ORD001640,PROD0026,1,319,319
OI002539,ORD001641,PROD0030,3,2669,8007
OI002540,ORD001642,PROD0017,1,3049,3049
OI002541,ORD001643,PROD0015,1,879,879
OI002542,ORD001643,PROD0036,1,129,129
OI002543,ORD001644,PROD0037,1,189,189
OI002544,ORD001645,PROD0012,2,989,1978
OI002545,ORD001646,PROD0002,1,3029,3029
OI002546,ORD001646,PROD0027,3,399,1197
OI002547,ORD001647,PROD0019,2,2469,4938
OI002548,ORD001647,PROD0018,1,1959,1959
OI002549,ORD001647,PROD0008,1,4749,4749
OI002550,ORD001647,PROD0037,2,189,378
OI002551,ORD001648,PROD0027,1,399,399
OI002552,ORD001649,PROD0025,1,409,409
OI002553,ORD001649,PROD0032,1,1119,1119
OI002554,ORD001650,PROD0016,3,309,927
OI002555,ORD001650,PROD0015,1,879,879
OI002556,ORD001651,PROD0037,1,189,189
OI002557,ORD001652,PROD0032,1,1119,1119
OI002558,ORD001653,PROD0002,1,3029,3029
OI002559,ORD001653,PROD0032,3,1119,3357
OI002560,ORD001654,PROD0022,1,1659,1659
OI002561,ORD001655,PROD0037,1,189,189
OI002562,ORD001656,PROD0038,1,459,459
OI002563,ORD001657,PROD0038,1,459,459
OI002564,ORD001658,PROD0016,1,309,309
OI002565,ORD001658,PROD0026,1,319,319
OI002566,ORD001658,PROD0017,3,3049,9147
OI002567,ORD001659,PROD0023,2,2179,4358
OI002568,ORD001659,PROD0026,1,319,319
OI002569,ORD001659,PROD0017,1,3049,3049
OI002570,ORD001660,PROD0034,1,629,629
OI002571,ORD001660,PROD0005,1,4119,4119
OI002572,ORD001660,PROD0025,1,409,409
OI002573,ORD001661,PROD0029,1,509,509
OI002574,ORD001662,PROD0016,1,309,309
OI002575,ORD001663,PROD0002,1,3029,3029
OI002576,ORD001664,PROD0024,1,889,889
OI002577,ORD001665,PROD0031,1,1129,1129
OI002578,ORD001666,PROD0020,1,1939,1939
OI002579,ORD001666,PROD0018,1,1959,1959
OI002580,ORD001667,PROD0033,2,2249,4498
OI002581,ORD001668,PROD0038,1,459,459
OI002582,ORD001668,PROD0025,3,409,1227
OI002583,ORD001669,PROD0002,2,3029,6058
OI002584,ORD001669,PROD0029,1,509,509
OI002585,ORD001670,PROD0032,1,1119,1119
OI002586,ORD001671,PROD0038,1,459,459
OI002587,ORD001672,PROD0023,3,2179,6537
OI002588,ORD001673,PROD0012,1,989,989
OI002589,ORD001674,PROD0008,1,4749,4749
OI002590,ORD001675,PROD0021,1,549,549
OI002591,ORD001676,PROD0032,1,1119,1119
OI002592,ORD001676,PROD0011,1,2119,2119
OI002593,ORD001676,PROD0033,1,2249,2249
OI002594,ORD001677,PROD0016,1,309,309
OI002595,ORD001678,PROD0024,1,889,889
OI002596,ORD001679,PROD0005,1,4119,4119
OI002597,ORD001680,PROD0009,1,1599,1599
OI002598,ORD001681,PROD0012,1,989,989
OI002599,ORD001682,PROD0033,1,2249,2249
OI002600,ORD001683,PROD0001,1,4529,4529
OI002601,ORD001683,PROD0015,1,879,879
OI002602,ORD001683,PROD0034,1,629,629
OI002603,ORD001683,PROD0038,1,459,459
OI002604,ORD001684,PROD0019,1,2469,2469
OI002605,ORD001685,PROD0013,1,549,549
OI002606,ORD001686,PROD0009,3,1599,4797
OI002607,ORD001686,PROD0003,1,2559,2559
OI002608,ORD001686,PROD0021,3,549,1647
OI002609,ORD001687,PROD0036,1,129,129
OI002610,ORD001688,PROD0026,2,319,638
OI002611,ORD001688,PROD0030,1,2669,2669
OI002612,ORD001689,PROD0006,1,3799,3799
OI002613,ORD001690,PROD0026,1,319,319
OI002614,ORD001690,PROD0014,1,2179,2179
OI002615,ORD001691,PROD0024,1,889,889
OI002616,ORD001691,PROD0025,3,409,1227
OI002617,ORD001692,PROD0018,1,1959,1959
OI002618,ORD001692,PROD0007,1,4319,4319
OI002619,ORD001693,PROD0020,1,1939,1939
OI002620,ORD001694,PROD0031,2,1129,2258
OI002621,ORD001695,PROD0030,1,2669,2669
OI002622,ORD001695,PROD0034,1,629,629
OI002623,ORD001695,PROD0036,1,129,129
OI002624,ORD001696,PROD0018,1,1959,1959
OI002625,ORD001697,PROD0037,2,189,378
OI002626,ORD001698,PROD0010,2,2449,4898
OI002627,ORD001699,PROD0010,1,2449,2449
OI002628,ORD001700,PROD0007,1,4319,4319
OI002629,ORD001701,PROD0027,2,399,798
OI002630,ORD001702,PROD0001,1,4529,4529
OI002631,ORD001702,PROD0031,1,1129,1129
OI002632,ORD001703,PROD0022,1,1659,1659
OI002633,ORD001703,PROD0034,1,629,629
OI002634,ORD001704,PROD0014,1,2179,2179
OI002635,ORD001705,PROD0020,1,1939,1939
OI002636,ORD001706,PROD0015,1,879,879
OI002637,ORD001706,PROD0001,1,4529,4529
OI002638,ORD001707,PROD0004,1,1199,1199
OI002639,ORD001707,PROD0022,1,1659,1659
OI002640,ORD001707,PROD0010,1,2449,2449
OI002641,ORD001708,PROD0035,1,69,69
OI002642,ORD001709,PROD0016,1,309,309
OI002643,ORD001709,PROD0020,1,1939,1939
OI002644,ORD001709,PROD0002,1,3029,3029
OI002645,ORD001710,PROD0013,1,549,549
OI002646,ORD001710,PROD0001,1,4529,4529
OI002647,ORD001711,PROD0005,1,4119,4119
OI002648,ORD001711,PROD0004,1,1199,1199
OI002649,ORD001712,PROD0029,1,509,509
OI002650,ORD001713,PROD0013,1,549,549
OI002651,ORD001713,PROD0006,1,3799,3799
OI002652,ORD001714,PROD0002,1,3029,3029
OI002653,ORD001715,PROD0007,1,4319,4319
OI002654,ORD001715,PROD0005,1,4119,4119
OI002655,ORD001716,PROD0010,1,2449,2449
OI002656,ORD001716,PROD0001,1,4529,4529
OI002657,ORD001716,PROD0032,1,1119,1119
OI002658,ORD001717,PROD0033,1,2249,2249
OI002659,ORD001717,PROD0032,1,1119,1119
OI002660,ORD001718,PROD0035,1,69,69
OI002661,ORD001719,PROD0032,1,1119,1119
OI002662,ORD001720,PROD0009,1,1599,1599
OI002663,ORD001721,PROD0025,3,409,1227
OI002664,ORD001721,PROD0029,1,509,509
OI002665,ORD001721,PROD0007,1,4319,4319
OI002666,ORD001722,PROD0017,2,3049,6098
OI002667,ORD001722,PROD0031,1,1129,1129
OI002668,ORD001722,PROD0022,1,1659,1659
OI002669,ORD001723,PROD0025,2,409,818
OI002670,ORD001724,PROD0008,1,4749,4749
OI002671,ORD001725,PROD0007,1,4319,4319
OI002672,ORD001726,PROD0008,1,4749,4749
OI002673,ORD001727,PROD0037,1,189,189
OI002674,ORD001728,PROD0035,1,69,69
OI002675,ORD001729,PROD0002,1,3029,3029
OI002676,ORD001730,PROD0012,1,989,989
OI002677,ORD001731,PROD0033,1,2249,2249
OI002678,ORD001731,PROD0010,1,2449,2449
OI002679,ORD001732,PROD0020,1,1939,1939
OI002680,ORD001732,PROD0033,1,2249,2249
OI002681,ORD001733,PROD0016,1,309,309
OI002682,ORD001734,PROD0031,1,1129,1129
OI002683,ORD001734,PROD0036,1,129,129
OI002684,ORD001735,PROD0008,1,4749,4749
OI002685,ORD001736,PROD0037,1,189,189
OI002686,ORD001737,PROD0023,1,2179,2179
OI002687,ORD001737,PROD0012,1,989,989
OI002688,ORD001738,PROD0036,1,129,129
OI002689,ORD001738,PROD0019,1,2469,2469
OI002690,ORD001739,PROD0028,1,569,569
OI002691,ORD001739,PROD0013,1,549,549
OI002692,ORD001739,PROD0037,1,189,189
OI002693,ORD001740,PROD0002,1,3029,3029
OI002694,ORD001741,PROD0025,1,409,409
OI002695,ORD001742,PROD0003,1,2559,2559
OI002696,ORD001743,PROD0014,1,2179,2179
OI002697,ORD001743,PROD0030,1,2669,2669
OI002698,ORD001744,PROD0017,1,3049,3049
OI002699,ORD001745,PROD0025,1,409,409
OI002700,ORD001746,PROD0001,1,4529,4529
OI002701,ORD001747,PROD0018,1,1959,1959
OI002702,ORD001747,PROD0022,1,1659,1659
OI002703,ORD001748,PROD0013,1,549,549
OI002704,ORD001748,PROD0001,1,4529,4529
OI002705,ORD001749,PROD0026,1,319,319
OI002706,ORD001750,PROD0026,1,319,319
OI002707,ORD001750,PROD0030,1,2669,2669
OI002708,ORD001750,PROD0024,1,889,889
OI002709,ORD001751,PROD0029,1,509,509
OI002710,ORD001751,PROD0022,1,1659,1659
OI002711,ORD001751,PROD0014,1,2179,2179
OI002712,ORD001752,PROD0029,3,509,1527
OI002713,ORD001753,PROD0035,2,69,138
OI002714,ORD001754,PROD0027,1,399,399
OI002715,ORD001755,PROD0006,2,3799,7598
OI002716,ORD001755,PROD0025,1,409,409
OI002717,ORD001756,PROD0006,1,3799,3799
OI002718,ORD001756,PROD0017,2,3049,6098
OI002719,ORD001757,PROD0023,1,2179,2179
OI002720,ORD001757,PROD0003,1,2559,2559
OI002721,ORD001757,PROD0026,1,319,319
OI002722,ORD001758,PROD0010,1,2449,2449
OI002723,ORD001759,PROD0006,1,3799,3799
OI002724,ORD001760,PROD0003,1,2559,2559
OI002725,ORD001761,PROD0013,1,549,549
OI002726,ORD001762,PROD0009,3,1599,4797
OI002727,ORD001763,PROD0038,1,459,459
OI002728,ORD001763,PROD0003,1,2559,2559
OI002729,ORD001764,PROD0033,1,2249,2249
OI002730,ORD001765,PROD0016,1,309,309
OI002731,ORD001765,PROD0009,3,1599,4797
OI002732,ORD001766,PROD0019,1,2469,2469
OI002733,ORD001767,PROD0003,1,2559,2559
OI002734,ORD001768,PROD0019,1,2469,2469
OI002735,ORD001769,PROD0036,1,129,129
OI002736,ORD001770,PROD0033,1,2249,2249
OI002737,ORD001770,PROD0004,1,1199,1199
OI002738,ORD001771,PROD0038,1,459,459
OI002739,ORD001772,PROD0028,1,569,569
OI002740,ORD001772,PROD0003,1,2559,2559
OI002741,ORD001773,PROD0015,1,879,879
OI002742,ORD001773,PROD0010,1,2449,2449
OI002743,ORD001774,PROD0030,1,2669,2669
OI002744,ORD001774,PROD0024,1,889,889
OI002745,ORD001774,PROD0027,1,399,399
OI002746,ORD001775,PROD0009,1,1599,1599
OI002747,ORD001776,PROD0002,1,3029,3029
OI002748,ORD001776,PROD0023,1,2179,2179
OI002749,ORD001777,PROD0027,1,399,399
OI002750,ORD001778,PROD0013,1,549,549
OI002751,ORD001779,PROD0004,1,1199,1199
OI002752,ORD001780,PROD0011,1,2119,2119
OI002753,ORD001781,PROD0035,1,69,69
OI002754,ORD001782,PROD0004,1,1199,1199
OI002755,ORD001783,PROD0024,1,889,889
OI002756,ORD001784,PROD0027,1,399,399
OI002757,ORD001785,PROD0021,1,549,549
OI002758,ORD001785,PROD0027,1,399,399
OI002759,ORD001785,PROD0028,1,569,569
OI002760,ORD001786,PROD0025,1,409,409
OI002761,ORD001787,PROD0010,1,2449,2449
OI002762,ORD001787,PROD0034,3,629,1887
OI002763,ORD001787,PROD0030,1,2669,2669
OI002764,ORD001788,PROD0019,1,2469,2469
OI002765,ORD001789,PROD0002,1,3029,3029
OI002766,ORD001789,PROD0033,1,2249,2249
OI002767,ORD001790,PROD0007,1,4319,4319
OI002768,ORD001790,PROD0002,2,3029,6058
OI002769,ORD001790,PROD0011,1,2119,2119
OI002770,ORD001791,PROD0018,1,1959,1959
OI002771,ORD001792,PROD0007,1,4319,4319
OI002772,ORD001792,PROD0017,1,3049,3049
OI002773,ORD001793,PROD0010,2,2449,4898
OI002774,ORD001793,PROD0029,1,509,509
OI002775,ORD001794,PROD0006,1,3799,3799
OI002776,ORD001795,PROD0032,1,1119,1119
OI002777,ORD001796,PROD0015,2,879,1758
OI002778,ORD001797,PROD0014,1,2179,2179
OI002779,ORD001797,PROD0028,1,569,569
OI002780,ORD001797,PROD0021,1,549,549
OI002781,ORD001797,PROD0001,1,4529,4529
OI002782,ORD001798,PROD0031,2,1129,2258
OI002783,ORD001798,PROD0004,1,1199,1199
OI002784,ORD001799,PROD0008,1,4749,4749
OI002785,ORD001799,PROD0013,1,549,549
OI002786,ORD001800,PROD0033,1,2249,2249
OI002787,ORD001801,PROD0003,1,2559,2559
OI002788,ORD001802,PROD0013,1,549,549
OI002789,ORD001803,PROD0014,1,2179,2179
OI002790,ORD001803,PROD0019,1,2469,2469
OI002791,ORD001804,PROD0027,1,399,399
OI002792,ORD001805,PROD0003,1,2559,2559
OI002793,ORD001805,PROD0011,1,2119,2119
OI002794,ORD001806,PROD0024,2,889,1778
OI002795,ORD001806,PROD0018,1,1959,1959
OI002796,ORD001807,PROD0022,1,1659,1659
OI002797,ORD001808,PROD0018,1,1959,1959
OI002798,ORD001808,PROD0015,1,879,879
OI002799,ORD001809,PROD0028,1,569,569
OI002800,ORD001810,PROD0001,1,4529,4529
OI002801,ORD001810,PROD0012,2,989,1978
OI002802,ORD001811,PROD0036,1,129,129
OI002803,ORD001812,PROD0003,1,2559,2559
OI002804,ORD001813,PROD0005,1,4119,4119
OI002805,ORD001814,PROD0012,1,989,989
OI002806,ORD001814,PROD0013,1,549,549
OI002807,ORD001815,PROD0037,1,189,189
OI002808,ORD001815,PROD0008,1,4749,4749
OI002809,ORD001816,PROD0001,1,4529,4529
OI002810,ORD001817,PROD0004,1,1199,1199
OI002811,ORD001818,PROD0037,1,189,189
OI002812,ORD001819,PROD0016,1,309,309
OI002813,ORD001819,PROD0006,1,3799,3799
OI002814,ORD001820,PROD0031,1,1129,1129
OI002815,ORD001821,PROD0038,1,459,459
OI002816,ORD001821,PROD0015,1,879,879
OI002817,ORD001822,PROD0022,1,1659,1659
OI002818,ORD001822,PROD0021,1,549,549
OI002819,ORD001823,PROD0021,1,549,549
OI002820,ORD001823,PROD0036,1,129,129
OI002821,ORD001823,PROD0006,1,3799,3799
OI002822,ORD001824,PROD0020,1,1939,1939
OI002823,ORD001824,PROD0032,1,1119,1119
OI002824,ORD001825,PROD0033,1,2249,2249
OI002825,ORD001826,PROD0013,1,549,549
OI002826,ORD001826,PROD0003,1,2559,2559
OI002827,ORD001827,PROD0031,1,1129,1129
OI002828,ORD001828,PROD0023,1,2179,2179
OI002829,ORD001829,PROD0031,1,1129,1129
OI002830,ORD001830,PROD0026,1,319,319
OI002831,ORD001831,PROD0010,1,2449,2449
OI002832,ORD001831,PROD0026,1,319,319
OI002833,ORD001832,PROD0035,2,69,138
OI002834,ORD001833,PROD0020,1,1939,1939
OI002835,ORD001833,PROD0013,1,549,549
OI002836,ORD001834,PROD0003,3,2559,7677
OI002837,ORD001835,PROD0020,1,1939,1939
OI002838,ORD001836,PROD0030,1,2669,2669
OI002839,ORD001837,PROD0026,1,319,319
OI002840,ORD001838,PROD0027,1,399,399
OI002841,ORD001838,PROD0007,1,4319,4319
OI002842,ORD001839,PROD0006,3,3799,11397
OI002843,ORD001840,PROD0022,1,1659,1659
OI002844,ORD001841,PROD0015,1,879,879
OI002845,ORD001841,PROD0035,1,69,69
OI002846,ORD001842,PROD0001,1,4529,4529
OI002847,ORD001842,PROD0020,3,1939,5817
OI002848,ORD001843,PROD0003,2,2559,5118
OI002849,ORD001843,PROD0010,3,2449,7347
OI002850,ORD001843,PROD0022,1,1659,1659
OI002851,ORD001843,PROD0027,1,399,399
OI002852,ORD001844,PROD0023,1,2179,2179
OI002853,ORD001845,PROD0016,1,309,309
OI002854,ORD001845,PROD0009,2,1599,3198
OI002855,ORD001846,PROD0005,1,4119,4119
OI002856,ORD001847,PROD0020,1,1939,1939
OI002857,ORD001848,PROD0007,1,4319,4319
OI002858,ORD001849,PROD0004,1,1199,1199
OI002859,ORD001850,PROD0021,1,549,549
OI002860,ORD001851,PROD0024,1,889,889
OI002861,ORD001851,PROD0021,2,549,1098
